season,player_id,player_name,goals,bigChancesMissed,successfulDribbles,successfulDribblesPercentage,totalShots,shotsOnTarget,shotsOffTarget,blockedShots,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,goalsFromInsideTheBox,goalsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,hitWoodwork,offsides,penaltyConversion,setPieceConversion,rating,tackles,interceptions,clearances,ownGoals,dribbledPast,bigChancesCreated,assists,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,saves,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,possessionLost,appearances,player_slug,player_userCount,team_name,team_slug
2021,229740,Alberto Moreno,3,0,10,58.82,22,10,4,8,13.64,0,0,0,3,0,0,3,0,1,6,0,0,6.89,13,27,11,0,13,5,2,456,77,533,85.55,194,276,152,16,14,29.79,11,47.83,0,0,7,2,0,0,0,0,0,3,0,44,45.36,7,41.18,51,44.74,1226,21,20,13,179,24,alberto-moreno,678,Villarreal,villarreal
2021,286165,Adama Traoré,0,1,24,68.57,9,3,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,6.89,4,4,3,0,2,2,2,109,19,128,85.16,20,100,51,7,11,28.95,3,75,0,0,6,1,0,0,0,0,0,0,0,35,59.32,5,71.43,40,60.61,384,7,7,5,78,11,adama-traore,11723,Barcelona,barcelona
2021,353138,Marcos Llorente,0,0,19,63.33,16,2,9,5,0,0,0,0,0,0,0,0,0,1,7,0,0,6.89,51,27,37,0,15,2,2,924,166,1090,84.77,453,483,285,27,12,16.9,37,52.11,0,0,22,4,0,0,0,0,0,5,0,86,54.09,18,42.86,104,51.74,2455,16,30,22,348,29,marcos-llorente,4513,Atlético Madrid,atletico-madrid
2021,141832,Pedro Bigas,1,0,2,33.33,12,3,6,3,8.33,0,0,0,1,0,1,0,0,0,0,0,0,6.89,24,18,76,0,11,0,0,804,121,925,86.92,551,254,67,5,1,50,53,44.92,0,0,24,2,0,0,0,0,0,6,0,36,53.73,36,76.6,72,63.16,1555,11,16,0,144,19,pedro-bigas,87,Elche,elche
2021,316152,Ángel Correa,12,3,32,58.18,50,23,10,17,24,0,0,0,10,2,1,2,9,2,10,0,0,6.89,16,10,3,0,22,6,5,458,141,599,76.46,139,324,210,25,5,14.71,12,44.44,0,0,18,3,0,0,0,0,0,3,1,74,38.74,6,27.27,80,37.56,1856,27,24,48,327,36,angel-correa,8139,Atlético Madrid,atletico-madrid
2021,900008,Óscar Valentín,0,2,16,80,11,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89,102,39,43,0,61,2,0,1101,213,1314,83.79,532,570,229,15,1,33.33,91,56.88,0,0,34,4,0,0,0,0,0,8,0,171,57.77,37,43.53,208,54.59,2575,55,50,11,272,35,oscar-valentin,336,Rayo Vallecano,rayo-vallecano
2021,99516,Aitor Fernández,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,2,0,9,0,0,0,0,203,109,312,65.06,170,33,6,0,0,0,69,39.66,52,25,25,4,2,10,10,7,1,1,1,2,100,2,100,4,100,1167,1,1,0,114,13,aitor-fernandez,304,Levante UD,levante-ud
2021,910536,Rodrygo,4,4,27,46.55,34,15,12,7,11.76,0,0,3,4,0,0,0,4,0,13,0,0,6.88,18,11,3,0,15,3,4,539,87,626,86.1,111,436,261,28,8,19.51,7,43.75,0,0,12,1,0,0,0,0,0,3,0,74,48.68,14,35.9,88,46.07,1534,29,20,15,229,33,rodrygo,70314,Real Madrid,real-madrid
2021,294593,Álex Moreno,5,4,23,37.7,27,8,11,8,18.52,0,0,1,4,1,1,2,2,2,3,0,0,6.88,76,34,68,0,27,2,3,798,249,1047,76.22,354,457,231,21,13,15.48,29,27.36,0,0,28,2,0,0,0,0,0,4,1,137,54.8,24,40,161,51.94,2407,38,33,18,483,30,alex-moreno,732,Real Betis,real-betis
2021,99517,Martín Montoya,0,0,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,20,11,17,0,11,2,1,220,46,266,82.71,93,128,65,3,1,7.69,9,42.86,0,0,8,0,0,0,0,0,0,2,0,30,58.82,10,62.5,40,59.7,519,10,8,2,76,6,martin-montoya,163,Real Betis,real-betis
2021,41011,Sergio Asenjo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,0,1,7,0,1,0,0,147,41,188,78.19,139,8,3,0,0,0,23,37.7,19,8,9,0,1,7,7,3,0,1,0,0,0,2,100,2,66.67,540,0,0,0,43,6,sergio-asenjo,245,Villarreal,villarreal
2021,331449,Nemanja Maksimović,1,2,10,62.5,31,5,17,9,3.23,0,0,0,1,0,0,0,1,0,0,0,0,6.88,56,71,33,0,31,0,1,648,186,834,77.7,304,346,167,19,2,15.38,31,43.66,0,0,36,1,0,0,0,0,0,4,0,79,56.83,47,52.81,126,55.26,2943,13,13,11,248,35,nemanja-maksimovic,1102,Getafe,getafe
2021,41837,Fernando,1,0,7,63.64,6,1,3,2,16.67,0,0,0,1,0,0,0,1,0,1,0,0,6.88,24,29,31,0,21,0,1,1110,134,1244,89.23,694,416,152,6,0,0,104,67.53,0,0,13,4,0,0,0,0,0,6,0,42,47.73,35,43.75,77,45.83,1850,11,16,6,172,24,fernando,1163,Sevilla,sevilla
2021,825133,Javi Galán,0,0,85,68,19,5,11,3,0,0,0,0,0,0,0,0,0,1,11,0,0,6.88,108,45,39,0,57,2,3,1330,293,1623,81.95,694,666,297,23,30,17.34,75,42.86,0,0,38,5,0,0,0,0,0,9,0,268,59.03,25,34.72,293,55.7,3300,75,54,37,643,37,javi-galan,750,Celta Vigo,celta-vigo
